emotion_num,gender,intensity,statement,repitation,path,emotion,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
2,male,2,2,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-02-02-02-01-01.wav,calm,-708.2326,74.10721,-0.5021694,17.105127,0.5917932,10.74642,-9.613305,-0.29806507,-12.664794,-0.74712783,-1.5684304,4.853177,-2.7702744,-0.93393177,-1.087459,1.6885219,-6.5880933,0.012476324,-3.3546994,1.0856221,-8.563666,0.69347566,-2.0671299,-3.9840229,-2.7926729,0.5993059,-5.1865497,1.333926,-4.2077746,-0.3611254,-3.6087573,-2.617798,-2.2963886,-3.5097318,-3.7181275,-1.1388624,-0.9322265,-4.1254635,-4.0264354,-3.6107519
2,male,2,2,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-02-02-02-02-01.wav,calm,-694.5257,70.342674,-8.521249,19.486094,1.9052767,7.656218,-8.919093,-3.8928692,-13.921886,0.25105554,0.03872169,2.5341957,-3.5076714,-2.534381,-3.0848918,2.623467,-6.7957306,-0.41020522,-2.2764199,1.350361,-8.195448,-0.6259134,-2.2887218,-3.200354,-1.6735829,-0.1623353,-4.309275,0.8374139,-2.603379,-1.1276982,-3.9656734,-3.445097,-3.3658829,-3.2983801,-3.7313454,-1.2852522,-0.94699925,-3.9182723,-3.867331,-4.6637464
3,male,1,1,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,happy,-648.1975,66.34978,-7.5913267,15.73868,1.1630247,0.08424179,-8.549194,-3.8719172,-14.144294,0.07878683,-3.5871766,-4.677958,-0.7642506,-2.9070742,-3.9959602,3.5650752,-9.224291,-1.8221724,-3.3167453,-1.8685095,-6.409597,0.31401235,-3.2801807,-4.6046524,-2.7100155,-2.110494,-5.0124025,-0.08952702,-3.7300057,-1.5023547,-2.481138,-3.1827505,-2.0876217,-4.3062673,-3.669528,-2.9741693,-1.918064,-1.3872442,-1.4546449,-1.4123956
3,male,1,1,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,happy,-633.28925,65.72417,-8.518345,18.115557,3.9321997,0.92815286,-9.022243,-2.4880562,-15.877561,0.7069389,-1.8005046,-4.577289,1.7651974,-2.4531689,-3.5189884,4.4240775,-8.867488,-1.8868923,-0.4407821,-1.1058422,-6.6771045,0.29173633,-3.889501,-5.4117556,-0.5562113,-1.0995029,-3.436857,-0.76511973,-3.4980843,-1.4871843,-1.2617636,-3.8377893,-1.2772311,-3.4032123,-2.645886,-2.0782735,-0.6616244,-2.5255299,-1.8682109,-1.5070453
3,male,1,2,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,happy,-658.4322,65.384056,-5.4914937,16.014954,-1.2058158,2.7714934,-8.507574,-4.5696077,-16.36023,-0.8757198,0.08199251,-4.886556,-0.012598873,-2.385955,-2.2444885,2.9953601,-7.9969883,-0.93191767,-1.8569986,-2.5738935,-5.659995,-1.5407236,-2.6919715,-3.6085615,-2.50507,-0.50774366,-4.976646,0.9796048,-2.366108,-1.1290843,-2.0466776,-2.814837,-1.9345359,-4.279485,-3.0581033,-2.4372294,-1.1014276,-1.8073479,-3.0250905,-2.8362904
3,male,1,2,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,happy,-655.48895,61.025352,-3.5480027,22.194187,-1.1883576,4.129453,-6.1102424,-2.8522472,-16.700535,-0.53394294,-2.2742128,-1.9032726,0.10235529,-1.9600532,-2.8149903,3.0045598,-8.880486,-0.8976906,-2.4134262,-1.5916622,-6.3323493,-0.8344442,-3.0476596,-3.9736137,-3.0065913,0.250624,-6.283207,0.26971632,-3.681755,-0.9063543,-2.6148307,-2.5375876,-2.3069844,-3.5110717,-3.1157944,-2.5382855,-1.5136963,-3.1690195,-3.7613285,-2.7052622
3,male,2,1,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,happy,-599.2603,53.03303,-9.835301,9.400464,-4.9844074,2.4055347,-15.529392,-5.460141,-14.301752,-5.9365935,-3.5333858,-4.3907743,-4.3654656,-1.5383686,-8.807535,1.0288935,-9.068215,-1.5278403,-4.0946646,-3.8563762,-6.21353,-2.2910795,-4.523396,-4.0652394,-3.572218,-1.4731753,-1.9646496,2.5405438,1.1493591,0.70832443,-1.8126209,-1.92672,-1.1382734,0.8197655,1.8378032,4.7251444,3.004971,0.050010778,-0.6817065,-1.3618715
3,male,2,1,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,happy,-562.0607,57.960217,-14.572983,8.499009,-0.5171486,0.9797684,-13.849385,-4.9819374,-16.986351,-5.1050515,1.0943602,-5.885642,-3.4763947,-0.3097696,-7.4308715,2.0672905,-8.450037,-4.9482746,-3.2694855,-4.029193,-6.613687,-3.827366,-3.6192737,-4.4810066,-2.073686,0.83655787,-3.8986633,0.47017333,-0.39625734,-2.8752215,-0.31278074,1.2518333,1.4996704,0.60807264,0.25378227,3.5085652,4.9563103,4.583823,2.3368316,-0.6827446
3,male,2,2,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,happy,-520.3402,51.734226,-13.9023695,11.455584,-3.7174697,1.2721248,-13.747871,-6.045549,-20.91403,-2.0454416,-2.687647,-6.642311,-2.1880314,-1.7522967,-8.877754,3.4603057,-11.029099,-2.5802703,-3.4689445,-3.8209362,-7.801508,-1.8272461,-5.2093077,-5.103585,-4.3227725,-2.913082,-5.7913566,-1.9371228,-4.8120093,-2.2524583,0.11501388,-0.7447714,2.2755828,0.37971312,1.0261661,1.160613,3.658771,1.659081,1.6119215,1.6541953
3,male,2,2,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,happy,-542.0526,53.76937,-13.055046,10.910485,-5.032449,0.46885976,-13.458608,-6.1140776,-20.551691,-3.9812694,-4.728508,-4.2591014,-2.8167746,-0.49057746,-9.853809,2.0156498,-10.239017,-4.2125754,-3.8486767,-2.1214237,-8.785083,-2.1566389,-4.7321453,-6.112383,-4.5506496,-1.7459954,-6.7226887,-2.186199,-3.922066,-3.401309,-2.4591184,-2.4577215,-2.3747509,0.81295437,0.11883033,2.980113,2.0995545,0.6069372,1.3612049,1.4943577
4,male,1,1,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,sad,-683.20245,64.19206,-5.3122115,17.506668,3.6005025,0.2498395,-5.4800806,-5.7782393,-13.780032,-1.8731568,-6.6697345,0.53792304,-2.9064386,-4.5288243,-3.622886,0.18542573,-6.779685,-3.5078309,-4.0004854,-0.09534579,-7.448489,-1.9497124,-2.9123034,-4.819824,-2.1237094,-1.8956506,-4.4187827,-1.5390555,-2.114083,-2.356284,-1.9695324,-2.691748,-2.0271404,-2.8797636,-4.0037975,-3.4635017,-1.6596283,-3.014308,-3.0922477,-3.5243015
4,male,1,1,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,sad,-701.56006,69.031425,-4.603005,19.982513,5.14567,2.8172991,-2.9992054,-4.5440884,-13.206763,-2.7791667,-4.324742,0.3878109,-3.9736657,-1.4233868,-2.5529175,0.7821705,-5.200486,-1.4111533,-2.754581,0.86774653,-7.4188485,-0.61872655,-1.745817,-4.148277,-1.6401569,-1.3197066,-3.9410102,-1.316142,-3.221566,-1.6208296,-1.4037967,-2.7416766,-2.2975829,-2.606176,-3.7957501,-1.2452992,-1.5468595,-3.0362153,-3.0337718,-3.5481646
4,male,1,2,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,sad,-737.8208,63.719105,-6.7231617,17.260979,3.4342008,1.2963083,-4.6877985,-4.7375245,-13.668506,-1.281425,-3.3753452,0.8532931,-3.3152452,-1.516575,-4.3796787,1.2131361,-5.8726816,-5.0944467,-1.6426286,0.30065554,-6.8236537,-1.6719908,-3.2637746,-4.300787,-1.8053579,-0.78944325,-2.8697903,-0.26225322,-2.9571064,-0.17881098,-2.1107364,-4.078192,-1.2710009,-1.9729286,-2.5508351,-1.4781741,-0.2057335,-2.7743082,-3.571217,-3.4769084
4,male,1,2,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,sad,-714.01306,62.778355,-2.470313,18.734163,2.9632785,2.8076172,-1.616526,-4.776803,-14.829912,-1.5229354,-4.687009,-0.34512407,-2.009192,-2.2977097,-4.171296,3.2546554,-4.4318223,-3.2437904,-2.5414002,0.5619632,-7.1203313,-1.6073918,-2.2822266,-3.4901595,-2.0580678,-0.7252367,-4.229754,-2.5771139,-2.054606,-0.4353835,-1.3468076,-2.1021762,-1.5182182,-3.0519276,-3.5520113,-2.2572553,-1.5403152,-2.255928,-2.1185906,-3.1445377
4,male,2,1,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,sad,-672.3876,65.97701,-2.6140087,20.291708,4.4340653,1.4282986,-4.064527,-4.4724865,-12.276543,1.1798565,-4.945624,-0.30973706,-2.2580724,-3.1817262,-3.118409,2.5532005,-6.2805014,-1.9950377,-3.490836,0.52046484,-5.5433855,-0.7222591,-2.578987,-4.8503747,-1.9197468,-1.0540155,-3.2991996,0.21182935,-1.3378668,-0.7045112,-2.258703,-1.5733639,-2.47143,-2.4647589,-3.2956655,-2.034222,-1.3807137,-3.4197688,-2.0564597,-3.9795146
4,male,2,1,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,sad,-629.6697,54.06199,-8.033521,13.59357,0.69216335,-0.69653857,-11.47299,-4.470562,-17.667387,-2.0602102,-4.4114814,-4.928477,-1.5165757,-3.2445664,-6.5793953,2.5038838,-10.178605,-2.5224533,-1.4554917,-2.1083844,-6.919509,-1.774112,-7.2643023,-3.9099267,-3.6760297,-1.7140234,-4.3511276,-2.6862693,-2.1328013,-1.8868595,-2.2636564,-3.5957832,-2.7710533,-2.6765504,-3.1068997,0.14253435,0.12018013,-2.4626834,-2.5450454,-2.52922
4,male,2,2,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,sad,-622.29297,57.918697,-8.625647,16.572763,1.1600252,-0.050723247,-9.405026,-6.818993,-20.81467,-2.7040064,-4.3066397,-5.3896656,-1.3415375,-4.0509048,-5.153081,2.6327097,-7.7860146,-3.717965,-3.6002216,-2.0234742,-7.8380876,-3.6570506,-2.8153043,-5.9951806,-4.6109276,-1.2697821,-6.5259175,-1.8360738,-3.1421835,-2.2353742,-2.9989715,-3.0862608,-2.8066313,-3.3633533,-3.432,-2.955772,-0.12791322,-1.1692897,0.028373552,-0.85298955
4,male,2,2,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,sad,-608.60425,54.71659,-7.9656806,17.140223,-1.4099672,0.49652973,-10.490939,-5.516089,-19.170322,-0.8281592,-4.198881,-3.4471607,-2.0086722,-4.161927,-5.9967337,3.1814864,-9.635053,-3.0273385,-4.071036,-1.6825471,-7.791847,-1.535162,-3.182639,-5.3420863,-3.493348,-1.0597496,-5.991913,-0.26650658,-4.6606007,-1.1922019,-3.113714,-3.0936022,-3.4104626,-3.65406,-3.4793963,-2.6016889,-0.91450274,-3.0680985,-2.5107646,-2.6469574
5,male,1,1,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,angry,-548.76227,46.319263,-9.788859,16.35632,-5.0390477,0.7351743,-7.721361,1.8093585,-15.568374,-1.8364123,-3.6163583,-2.2004719,-3.0770915,-2.4472423,-5.2372456,-0.05197774,-7.72938,-0.5357246,-5.0855346,-2.4017875,-6.077241,-1.9694979,-4.756151,-3.723453,-3.4960938,-1.2259306,-4.82668,1.0860171,-2.0051343,-1.1572149,0.4146273,-0.8550046,-1.653893,-2.2692947,-1.8888173,-0.63738275,-0.758233,-1.0167707,-2.9710753,-1.9109685
5,male,1,1,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,angry,-529.3118,44.449223,-9.717897,12.334527,-7.5451064,0.39340857,-10.948731,-4.8148594,-16.705332,-3.161658,-7.706902,-3.6626954,-6.254751,-2.1794662,-6.9392796,-0.90232784,-10.320997,-0.15543309,-7.028978,-3.0392585,-5.6165442,-1.8160341,-2.8476207,-0.7403364,-2.5459316,0.025755826,-3.2906303,-0.25943437,-2.9834864,-2.235624,-1.2167505,-2.4756024,-1.9726173,-2.431491,-1.8538489,0.8603878,0.5083115,2.0373998,0.19600597,0.34701705
5,male,1,2,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,angry,-573.25104,48.68438,-4.803378,15.071129,-3.5602503,1.245223,-8.190158,-3.8046677,-16.120884,-1.596215,-6.054064,-2.1980307,-3.0392966,-3.4913244,-3.9631753,0.96684396,-9.058176,-1.5768062,-3.1461053,-3.5855148,-6.9619117,-1.7105606,-3.7588804,-4.597448,-3.5571074,-1.9978894,-5.014657,-1.2825224,-2.429067,-2.2063587,-0.75286305,-1.7218777,-0.39303094,-1.4382836,-1.9264073,-0.46318498,-0.38338274,-1.1560751,-1.6029667,-1.0414412
5,male,1,2,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,angry,-533.4511,48.038025,-6.6007223,12.272241,-3.5893118,0.022615232,-7.7432747,-3.32086,-18.25769,-2.0466084,-5.350392,-3.200809,-2.1113942,-2.9923937,-6.4545126,2.6595204,-10.784195,-0.09247461,-2.9015076,-3.8734913,-7.1134753,0.032303218,-4.9426265,-3.1873672,-3.431139,-2.5202303,-5.71293,-1.5078659,-3.0302644,-1.4403533,-0.6636594,-1.4213272,0.38962352,-2.426625,-2.332479,0.14155045,-0.62538064,0.56313217,-0.9783977,-1.9415321
5,male,2,1,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,angry,-352.39145,34.605145,-24.71825,5.454364,-15.923453,0.08182832,-17.137016,-9.364392,-17.546402,-4.694194,-9.150954,-1.6811675,-10.162599,-2.995275,-6.62579,1.6933942,-9.644655,4.010924,0.50407106,5.100239,2.0672922,5.680544,3.337851,1.5946593,-0.16176388,0.99558693,-2.1631541,2.6227574,2.0675144,-1.113262,0.19619471,-0.9347786,1.9562361,0.049368046,-1.957188,1.6021996,2.5236247,0.6889038,-1.6210791,-1.3826816
5,male,2,1,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,angry,-372.48404,28.207758,-24.585007,8.979859,-15.888103,0.09841079,-17.567225,-2.8758612,-21.752945,-4.451822,-9.150009,-4.263406,-8.647092,-0.22209758,-8.644796,-0.023698272,-14.180545,-3.287429,-7.893309,-6.0975966,-7.6388206,0.20664442,-2.3448699,2.7675934,4.1102242,4.7255607,0.70605415,3.4625454,-2.169172,1.0116522,3.812902,2.039434,-0.37889653,-0.8969217,-1.6758883,1.4913853,2.218336,0.6648564,-1.1395824,-1.000155
5,male,2,2,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,angry,-405.35352,35.194324,-20.92224,9.982711,-11.722637,0.95712775,-16.087242,-5.0229883,-21.305635,-2.4773598,-8.014581,-5.037632,-6.5906005,-1.4742882,-7.4859176,3.380344,-12.421063,0.37800056,-5.234838,-2.874663,-4.281448,1.3240676,-3.3290668,1.3315858,-0.37800437,2.0337021,-0.44227582,0.9634282,-1.308299,0.9331977,0.96667856,0.85873014,-0.76656586,-0.3934553,-0.5382259,2.4607825,2.2353463,2.7114332,1.0419451,1.1317945
5,male,2,2,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,angry,-307.7704,27.79394,-25.707504,2.3931553,-15.85938,-1.4148312,-22.016136,-6.8975754,-20.73776,-5.0048738,-6.6785874,-4.435654,-9.720807,-0.9193535,-6.752379,2.277033,-8.060239,4.073415,2.4870932,3.2332408,-1.4827067,3.514702,-0.0011090835,2.594951,-0.41989538,-0.5491882,-4.5910373,-0.4943483,-1.7257222,-0.44970384,-1.897481,-1.7252054,-0.7318285,-0.3547981,-1.0108209,0.7520402,1.0798542,1.6121181,-0.8201003,-2.0973022
6,male,1,1,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,fearful,-598.23846,62.16184,-1.8755786,18.416424,4.5308976,1.4555993,-7.936528,-4.9296384,-15.687202,1.8442861,-5.3141212,3.3523703,1.0123495,-1.1735644,-0.5853874,7.145942,-5.772278,-0.34120736,-2.1233714,-0.42883834,-5.9048533,0.5030684,-3.4358048,-3.305569,-1.797766,0.14078487,-3.087322,1.1211138,-3.6191695,-0.9934689,-1.2743902,-1.7441988,-2.0111876,-1.9091576,-3.459085,-2.3829236,0.3353778,-1.1103795,-0.2728733,-0.39992902
6,male,1,1,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-06-01-01-02-01.wav,fearful,-605.93274,58.8182,-9.656665,12.700837,0.90409666,-0.6519259,-11.341203,-9.127516,-19.318087,-1.276096,-6.069217,-3.7322524,-2.4927404,-4.320103,-3.6661751,4.277286,-8.819176,-3.0245783,-3.4285192,-2.346117,-6.6191173,-1.0827776,-4.812482,-4.7223773,-3.3846996,-1.9553676,-5.3609123,-1.0107051,-3.2029872,-3.0891726,-3.4263473,-2.0484362,-1.9753683,0.30056757,-0.31246087,0.72807467,2.4379532,0.7786669,-0.8742079,-0.26044765
6,male,1,2,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,fearful,-625.601,65.55898,3.5176318,22.679808,6.279314,7.639458,-4.5672216,-2.1874619,-11.725912,3.3893805,-2.8134801,3.0619528,0.29640976,0.40592209,-0.82024825,6.177881,-3.668975,0.204056,-0.20688327,3.5220857,-6.4541783,0.48719496,-2.0539408,-2.6821048,-3.1254094,0.18145254,-3.5327713,0.71680087,-2.417865,-1.3376114,-1.5287752,-1.074135,-2.1552413,-2.1385396,-3.3473372,-2.1618428,-0.20830502,-1.7826943,-2.7181215,-3.099687
6,male,1,2,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-02-01.wav,fearful,-627.01416,64.70256,-7.578553,19.575922,2.6739023,3.92944,-7.771137,-6.888346,-14.062541,2.684461,-4.0529885,1.708256,-2.437407,-1.0057887,-1.222256,2.7475586,-4.636841,-1.7816,-1.5008533,2.823399,-7.803548,1.2298033,-3.438392,-3.092837,-2.4435868,-1.3564814,-4.9355164,0.25494546,-3.5522485,-1.2592027,-2.1720262,-0.96519196,-3.7715263,-2.8483083,-4.094656,-1.6080946,0.0035126687,-2.7780643,-2.6523702,-3.6575558
6,male,2,1,1,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-01-01.wav,fearful,-442.94025,57.54804,-17.831797,10.360508,-3.3122249,10.829101,-10.398827,-7.527311,-19.129105,2.2183795,-1.7852023,-0.012109262,-3.9786508,0.83164364,-2.5161786,11.241866,-4.225565,-2.1139219,-3.021031,-0.918078,-5.61629,2.4662814,-1.8301437,2.0880787,0.98274916,5.083436,0.68826836,4.563392,3.210022,1.4264973,6.0474005,4.2456436,3.04959,1.9266297,-2.2688196,1.0477122,4.2273755,3.3592875,1.0615896,0.058303125
6,male,2,1,2,ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-02-01.wav,fearful,-406.64548,46.384754,-21.22366,0.4054899,-1.6250348,3.2004247,-14.693036,-11.857215,-20.212576,-4.4608088,-7.1079164,-6.7916374,-8.617879,-3.2259462,-4.7799854,4.519289,-9.982028,-5.657921,-2.6479928,-2.4854243,-6.759227,-1.2423284,0.824615,3.7546973,4.908243,7.79505,3.2655466,4.4234877,3.4904459,3.9931014,7.204237,3.9394283,1.4467448,-1.1678753,-1.6539272,1.5575715,3.7352395,0.4482656,-1.8420962,-2.167949
